eventID,datetime,lat,lon,depth_km,mag,location,mag_type,event_type
61215449,2018-10-28 08:09:51+00:00,3.55,126.76,41.0,5.4,234 km S 35° E of Sarangani (Davao Occidental),Ms,TECTONIC
61215467,2018-10-29 13:41:11+00:00,8.51,127.05,5.0,5.1,080 km N 79° E of Hinatuan (Surigao Del Sur),Ms,TECTONIC
61215470,2018-10-29 14:40:33+00:00,8.55,126.86,3.0,5.3,061 km N 71° E of Hinatuan (Surigao Del Sur),Ms,TECTONIC
61215473,2018-10-29 14:51:45+00:00,8.55,126.92,1.0,5.1,085 km N 75° E of Hinatuan (Surigao Del Sur),Ms,TECTONIC
61215609,2018-11-04 07:55:00+00:00,7.81,124.06,619.0,6.0,003 km N 73° W of Pualas (Lanao Del Sur),Mw,TECTONIC
61215630,2018-11-04 23:46:00+00:00,10.78,122.28,1.0,4.6,012 km N 88° W of Leon (Iloilo),Ms,TECTONIC
61215635,2018-11-05 02:54:00+00:00,10.78,122.3,3.0,4.9,009 km S 89° W of Leon (Iloilo),Ms,TECTONIC
61215676,2018-11-06 02:09:00+00:00,3.62,124.93,22.0,5.2,209 km S 17° W of Sarangani (Davao Occidental),Ms,TECTONIC
61215703,2018-11-07 14:56:00+00:00,5.24,126.82,6.0,4.5,150 km S 82° E of Sarangani (Davao Occidental),Ms,TECTONIC
61215774,2018-11-09 19:12:00+00:00,2.82,128.11,180.0,4.9,411 km S 45° E of Sarangani (Davao Occidental),Ms,TECTONIC
61215826,2018-11-12 14:49:00+00:00,6.28,123.73,1.0,4.9,049 km S 47° W of Kalamansig (Sultan Kudarat),Ms,TECTONIC
61215827,2018-11-12 14:54:00+00:00,6.31,123.79,11.0,4.5,042 km S 46° W of Kalamansig (Sultan Kudarat),Ms,TECTONIC
61215855,2018-11-13 17:33:00+00:00,14.1,125.24,67.0,4.8,099 km N 69° E of Gigmoto (Catanduanes),Ms,TECTONIC
61216083,2018-11-25 09:21:00+00:00,17.98,120.87,11.0,4.5,021 km N 75° E of Nueva Era (Ilocos Norte),Ms,TECTONIC
61216100,2018-11-26 18:00:00+00:00,3.26,128.26,204.0,4.6,392 km S 52° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216268,2018-12-05 08:13:00+00:00,4.04,126.2,89.0,4.7,174 km S 28° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216275,2018-12-05 13:09:00+00:00,9.41,126.32,24.0,4.6,020 km N 42° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61216293,2018-12-06 09:26:00+00:00,13.07,123.93,2.0,4.5,014 km N 35° W of Sorsogon (Sorsogon),Ms,TECTONIC
61216299,2018-12-06 14:13:00+00:00,6.62,125.7,175.0,5.3,024 km N 23° E of Malita (Davao Occidental),Ms,TECTONIC
61216339,2018-12-09 05:10:00+00:00,9.38,122.95,7.0,4.7,022 km S 54° W of Pamplona (Negros Oriental),Ms,TECTONIC
61216354,2018-12-10 03:00:00+00:00,3.46,122.26,621.0,4.7,275 km S 46° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61216476,2018-12-20 15:02:00+00:00,5.6,125.85,103.0,4.7,041 km S 40 °E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61216528,2018-12-23 21:28:00+00:00,3.49,122.61,599.0,4.6,301 km S 51° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61216542,2018-12-24 14:43:00+00:00,9.84,123.15,7.0,4.9,002 km S 36° E of Ayungon (Negros Oriental),Ms,TECTONIC
61216627,2018-12-29 03:39:00+00:00,5.48,127.05,60.0,7.2,168 km S 40° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61216645,2018-12-29 09:12:00+00:00,5.66,127.09,35.0,5.6,157 km S 46° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61216752,2018-12-31 23:09:25+00:00,2.86,126.65,61.0,4.7,314 km S 25° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216766,2019-01-01 04:19:13+00:00,8.6,125.82,18.0,4.6,011 km N 77° W of Prosperidad (Agusan del Sur),Ms,TECTONIC
61216855,2019-01-05 01:04:19+00:00,4.47,126.19,120.0,4.8,133 km S 37° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216868,2019-01-05 20:42:51+00:00,17.77,122.95,32.0,4.8,084 km N 55° E of Divilacan (Isabela),Ms,TECTONIC
61216892,2019-01-07 03:11:53+00:00,7.91,121.93,30.0,5.5,026 km N 66° W of Baliguan (Zamboanga del Norte),Ms,TECTONIC
61217003,2019-01-12 13:20:11+00:00,18.13,120.51,38.0,4.7,011 km S 49° W of Laoag City (Ilocos Norte),Ms,TECTONIC
61217044,2019-01-15 20:03:22+00:00,5.95,126.87,40.0,6.0,117 km S 49° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61217052,2019-01-16 10:53:34+00:00,4.44,127.96,97.0,5.4,297 km S 68° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217086,2019-01-18 18:51:55+00:00,2.96,129.06,127.0,5.0,483 km S 55° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217121,2019-01-20 07:47:55+00:00,5.62,121.69,40.0,4.7,089 km S 58° E of Jolo (Sulu),Ms,TECTONIC
61217149,2019-01-21 16:47:51+00:00,4.31,126.35,3.0,5.1,157 km S 38° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217211,2019-01-24 08:34:53+00:00,19.17,121.25,27.0,5.5,026 km S 61° W of Calayan (Cagayan),Ms,TECTONIC
61217262,2019-01-27 06:24:53+00:00,11.51,125.95,7.0,5.1,042 km N 61° E of Hernani (Eastern Samar),Ms,TECTONIC
61217277,2019-01-28 06:06:13+00:00,9.76,126.58,13.0,4.7,046 km S 87° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217305,2019-01-29 05:26:40+00:00,4.99,125.94,94.0,4.5,072 km S 46° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217325,2019-01-30 03:27:50+00:00,11.49,125.9,5.0,4.8,036 km N 60° E of Hernani (Eastern Samar),Ms,TECTONIC
61217419,2019-02-04 00:32:11+00:00,13.25,125.09,3.0,4.7,076 km N 06° E of Laoang (Northern Samar),Ms,TECTONIC
61217434,2019-02-04 12:55:38+00:00,17.15,120.51,73.0,4.8,004 km S 88° W of Bauguen (Salcedo) (Ilocos Sur),Ms,TECTONIC
61217473,2019-02-05 23:17:47+00:00,2.76,128.46,195.0,5.0,443 km S 48° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217478,2019-02-06 10:25:19+00:00,15.91,120.31,131.0,5.5,008 km N 73° E of Aguilar (Pangasinan),Ms,TECTONIC
61217514,2019-02-08 11:55:05+00:00,9.79,126.59,11.0,5.9,048 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217521,2019-02-08 12:29:28+00:00,9.88,126.3,24.0,4.7,019 km N 55° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217526,2019-02-08 12:45:38+00:00,9.76,126.57,11.0,4.7,046 km S 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217569,2019-02-08 15:28:32+00:00,9.82,126.47,10.0,4.7,035 km N 84° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217576,2019-02-08 16:09:26+00:00,9.7,126.53,12.0,4.7,042 km S 77° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217626,2019-02-08 20:37:46+00:00,9.82,126.65,9.0,4.5,055 km N 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217631,2019-02-08 21:09:57+00:00,9.81,126.64,5.0,4.9,053 km N 87° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217637,2019-02-08 21:48:18+00:00,9.89,126.54,9.0,4.9,044 km N 74° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217758,2019-02-09 22:21:15+00:00,9.82,126.36,3.0,5.1,023 km N 79° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217835,2019-02-10 14:33:32+00:00,9.86,126.34,2.0,5.1,022 km N 68° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217920,2019-02-12 08:01:17+00:00,4.59,126.19,45.0,5.1,123 km S 40° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217949,2019-02-13 06:50:01+00:00,9.68,126.56,13.0,4.9,046 km S 76° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217960,2019-02-13 12:33:16+00:00,9.68,126.54,12.0,4.9,044 km S 75° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61218034,2019-02-15 16:20:53+00:00,6.65,126.93,59.0,4.5,069 km S 50° E of Tarragona (Davao Oriental),Ms,TECTONIC
61218081,2019-02-17 20:36:58+00:00,20.55,122.09,155.0,4.7,016 km N 50° E of Basco (Batanes),Ms,TECTONIC
61218119,2019-02-19 12:51:07+00:00,3.87,127.91,47.0,4.6,321 km S 57° E of Sarangani (Davao Occidental),Ms,TECTONIC
61218120,2019-02-19 12:56:47+00:00,3.38,128.6,40.0,4.9,415 km S 57° E of Sarangani (Davao Occidental),Ms,TECTONIC
61218197,2019-02-23 04:14:40+00:00,14.98,119.96,25.0,4.8,015 km N 75° W of San Antonio (Zambales),Ms,TECTONIC
61218216,2019-02-24 19:27:54+00:00,17.94,120.17,39.0,4.6,031 km N 76° W of Sinait (Ilocos Sur),Ms,TECTONIC
61218308,2019-03-01 01:00:40+00:00,4.93,125.46,186.0,5.1,055 km S 02° W of Sarangani (Davao Occidental),Ms,TECTONIC
61218338,2019-03-01 20:51:00+00:00,17.06,120.6,100.0,4.7,002 km N 70° W of Sigay (Ilocos Sur),Ms,TECTONIC
61218356,2019-03-02 19:46:22+00:00,18.63,120.37,28.0,5.3,032 km N 66° W of Burgos (Ilocos Norte),Ms,TECTONIC
61218438,2019-03-06 00:12:55+00:00,8.34,127.31,14.0,5.5,108 km S 88° E of Hinatuan (Surigao Del Sur),Ms,TECTONIC
61218526,2019-03-08 15:06:13+00:00,10.37,126.13,17.0,6.2,039 km N 09° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61218648,2019-03-11 18:36:42+00:00,11.18,126.41,25.0,4.7,076 km N 78° E of Guiuan (Eastern Samar),Ms,TECTONIC
61218744,2019-03-14 23:02:46+00:00,9.47,126.11,13.0,4.6,021 km N 44° E of Cantilan (Surigao Del Sur),Ms,TECTONIC
61218775,2019-03-15 23:07:54+00:00,6.14,125.34,96.0,5.6,009 km N 50° E of Alabel (Sarangani),Ms,TECTONIC
61218783,2019-03-16 09:58:18+00:00,13.6,120.63,114.0,5.2,020 km N 33° W of Abra De Ilog (Occidental Mindoro),Ms,TECTONIC
61218857,2019-03-19 08:01:22+00:00,11.11,126.4,33.0,4.7,074 km N 83° E of Guiuan (Eastern Samar),Ms,TECTONIC
61218862,2019-03-19 14:35:25+00:00,2.21,128.25,89.0,4.8,471 km S 41 E of Sarangani (Davao Occidental),Ms,TECTONIC
61218870,2019-03-19 17:39:52+00:00,11.21,126.51,1.0,4.5,088 km N 78° E of Guiuan (Eastern Samar),Ms,TECTONIC
61219019,2019-03-25 02:53:00+00:00,9.8,123.96,9.0,4.5,006 km N 75° E of Antequera (Bohol),Ms,TECTONIC
61219186,2019-04-01 02:16:53+00:00,10.61,125.93,28.0,5.4,047 km N 54° E of Loreto (Dinagat),Ms,TECTONIC
61219322,2019-04-06 13:57:24+00:00,5.35,125.63,196.0,4.8,020 km S 63° E of Sarangani (Davao Occidental),Ms,TECTONIC
61219339,2019-04-06 21:58:37+00:00,11.69,125.85,10.0,5.2,043 km N 61° E of Maydolong (Eastern Samar),Ms,TECTONIC
61219385,2019-04-08 02:59:51+00:00,20.2,122.0,13.0,4.5,029 km S 06° E of Basco (Batanes),Ms,TECTONIC
61219486,2019-04-12 03:46:38+00:00,20.12,121.33,32.0,4.8,061 km S 67° W of Sabtang (Batanes),Ms,TECTONIC
61219565,2019-04-15 01:32:59+00:00,19.17,120.88,4.0,5.2,062 km S 78° W of Calayan (Cagayan),Ms,TECTONIC
61219705,2019-04-19 07:29:53+00:00,5.19,126.96,43.0,5.3,168 km S 81° E of Sarangani (Davao Occidental),Ms,TECTONIC
61219812,2019-04-22 09:11:09+00:00,15.02,120.34,10.0,6.1,018 km N 58° E of Castillejos (Zambales),Ms,TECTONIC
61219895,2019-04-23 05:37:51+00:00,11.79,125.37,61.0,6.5,010 km N 65° W of San Julian (Eastern Samar),Ms,TECTONIC
61219899,2019-04-23 06:41:12+00:00,11.89,125.31,61.0,4.6,022 km N 47° W of San Julian (Eastern Samar),Ms,TECTONIC
61219949,2019-04-23 18:02:54+00:00,15.02,120.32,9.0,4.5,016 km N 54° E of Castillejos (Zambales),Ms,TECTONIC
61219963,2019-04-24 03:28:32+00:00,3.04,127.85,270.0,4.5,374 km S 45° E of Sarangani (Davao Occidental),Ms,TECTONIC
61219964,2019-04-24 03:43:49+00:00,7.92,126.84,14.0,4.7,049 km N 38° E of Baganga (Davao Oriental),Ms,TECTONIC
61220038,2019-04-25 19:00:08+00:00,18.21,120.59,3.0,4.6,004 km N 02° W of San Nicolas (Ilocos Norte),Ms,TECTONIC
61220052,2019-04-26 05:26:59+00:00,9.78,126.79,11.0,5.5,070 km S 90° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220058,2019-04-26 06:04:18+00:00,9.77,126.77,3.0,5.0,067 km S 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220078,2019-04-26 08:04:22+00:00,9.79,126.74,12.0,5.5,064 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220105,2019-04-26 10:54:51+00:00,9.68,126.72,8.0,4.8,063 km S 80° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220152,2019-04-26 19:11:26+00:00,9.75,126.92,6.0,4.8,083 km S 87° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220164,2019-04-26 20:08:51+00:00,9.68,126.88,28.0,4.6,080 km S 82° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220167,2019-04-26 20:28:27+00:00,9.84,126.9,3.0,4.9,082 km N 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220175,2019-04-26 21:22:52+00:00,9.69,126.76,10.0,4.5,067 km S 81° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220217,2019-04-27 11:11:20+00:00,9.85,126.57,8.0,4.7,046 km N 80° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220260,2019-04-27 20:26:48+00:00,9.59,126.77,9.0,4.5,071 km S 73° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220299,2019-04-28 03:59:51+00:00,9.6,126.78,2.0,4.7,072 km S 74° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220304,2019-04-28 05:59:15+00:00,9.8,126.71,7.0,4.6,060 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220307,2019-04-28 06:57:48+00:00,9.8,126.68,6.0,4.5,058 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220399,2019-04-29 17:33:29+00:00,18.19,119.98,28.0,4.6,056 km N 71° W of Currimao (Ilocos Norte),Ms,TECTONIC
61220534,2019-05-03 04:57:04+00:00,5.15,125.97,75.0,4.7,064 km S 60° E of Sarangani (Davao Occidental),Ms,TECTONIC
61220560,2019-05-03 22:22:34+00:00,3.76,126.6,21.0,4.9,223 km S 34° E of Sarangani (Davao Occidental),Ms,TECTONIC
61220566,2019-05-04 01:05:07+00:00,12.33,120.81,8.0,5.5,022 km S 53° W of Rizal (Occidental Mindoro),Ms,TECTONIC
61220616,2019-05-04 22:32:08+00:00,8.77,126.99,9.0,4.6,076 km S 87° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61220618,2019-05-04 23:51:05+00:00,3.97,126.38,31.0,4.7,191 km S 32° E of Sarangani (Davao Occidental),Ms,TECTONIC
61220623,2019-05-05 01:56:04+00:00,8.83,126.99,23.0,5.0,076 km N 88° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61220667,2019-05-06 02:48:42+00:00,18.7,120.84,15.0,5.4,015 km N 22° E of Pagudpud (Ilocos Norte),Ms,TECTONIC
61220743,2019-05-08 03:00:59+00:00,11.74,125.79,5.0,4.7,037 km S 88° E of San Julian (Eastern Samar),Ms,TECTONIC
61220758,2019-05-08 18:04:20+00:00,8.89,127.12,13.0,4.5,090 km N 84° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61220870,2019-05-12 08:59:53+00:00,19.3,121.1,20.0,5.2,038 km N 87° W of Calayan (Cagayan),Ms,TECTONIC
61220987,2019-05-15 13:28:25+00:00,4.22,126.19,15.0,4.7,156 km S 30° E of Sarangani (Davao Occidental),Ms,TECTONIC
61221070,2019-05-17 15:18:20+00:00,2.99,128.69,253.0,4.5,448 km S 53° E of Sarangani (Davao Occidental),Ms,TECTONIC
61221160,2019-05-20 06:20:32+00:00,18.87,120.73,4.0,4.5,033 km N 12° W of Pagudpud (Ilocos Norte),Ms,TECTONIC
61221161,2019-05-20 06:52:37+00:00,3.99,123.19,590.0,4.7,270 km S 24° W of Palimbang (Sultan Kudarat),Ms,TECTONIC
61221170,2019-05-20 14:12:35+00:00,2.83,122.75,523.0,4.8,362 km S 44° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61221180,2019-05-20 19:12:07+00:00,9.05,125.78,9.0,4.5,021 km S 87° E of Remedios Romualdez (Agusan Del Norte),Ms,TECTONIC
61221212,2019-05-22 10:52:12+00:00,3.77,127.31,32.0,4.6,261 km S 48° E of Sarangani (Davao Occidental),Ms,TECTONIC
61221399,2019-05-31 10:12:29+00:00,6.15,126.7,78.0,6.2,088 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61221443,2019-06-01 09:45:26+00:00,6.09,126.7,76.0,5.4,093 km S 48° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61221557,2019-06-05 20:41:47+00:00,6.39,124.38,476.0,5.4,027 km N 47° E of Palimbang (Sultan Kudarat),Ms,TECTONIC
61221625,2019-06-08 13:23:32+00:00,9.65,127.0,2.0,4.7,098 km S 82° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61221727,2019-06-11 17:42:23+00:00,9.91,126.35,12.0,4.5,025 km N 55° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61221973,2019-06-20 02:04:38+00:00,5.49,126.9,106.0,4.8,149 km S 73° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61222158,2019-06-29 08:08:20+00:00,8.26,127.19,2.0,4.8,088 km N 74° E of Lingig (Surigao Del Sur),Ms,TECTONIC
61222175,2019-06-29 19:00:06+00:00,9.6,124.95,30.0,5.0,038 km S 20° W of Limasawa (Southern Leyte),Ms,TECTONIC
61222223,2019-07-01 16:59:24+00:00,9.19,124.32,554.0,5.9,051 km S 29° E of Lila (Bohol),Ms,TECTONIC
61222367,2019-07-08 00:59:24+00:00,9.42,126.27,29.0,4.9,018 km N 26° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61222403,2019-07-09 12:36:58+00:00,6.83,125.02,10.0,5.6,016 km S 30° W of Makilala (North Cotabato),Ms,TECTONIC
61222418,2019-07-09 14:12:56+00:00,6.82,124.99,13.0,4.9,019 km S 35° W of Makilala (North Cotabato),Ms,TECTONIC
61222432,2019-07-09 15:31:45+00:00,6.8,125.03,14.0,4.8,018 km S 21° W of Makilala (North Cotabato),Ms,TECTONIC
61222474,2019-07-10 00:56:35+00:00,6.84,125.0,9.0,4.9,016 km S 37° W of Makilala (North Cotabato),Ms,TECTONIC
61222567,2019-07-12 20:42:54+00:00,9.32,125.99,4.0,5.5,007 km S 37° E of Carrascal (Surigao Del Sur),Ms,TECTONIC
61222591,2019-07-14 00:16:39+00:00,10.21,125.88,25.0,4.5,030 km N 45° W of Burgos (Surigao Del Norte),Ms,TECTONIC
61222842,2019-07-23 09:38:24+00:00,9.36,126.02,11.0,4.8,041 km N 83° E of Carrascal (Surigao Del Sur),Ms,TECTONIC
61222851,2019-07-23 13:10:59+00:00,20.24,122.78,23.0,4.8,088 km S 74° E of Basco (Batanes),Ms,TECTONIC
61222925,2019-07-26 20:16:53+00:00,20.98,122.21,15.0,5.4,043 km N 62° E of Itbayat (Batanes),Mw,TECTONIC
61222928,2019-07-26 23:37:53+00:00,21.07,121.96,8.0,5.9,033 km N 22° E of Itbayat (Batanes),Mw,TECTONIC
61222937,2019-07-27 01:24:42+00:00,20.89,121.84,13.0,5.8,011 km N 02° W of Itbayat (Batanes),Mw,TECTONIC
61222959,2019-07-27 10:11:32+00:00,20.78,122.07,15.0,5.3,023 km S 86° E of Itbayat (Batanes),Mw,TECTONIC
61223115,2019-08-02 16:10:09+00:00,6.02,126.03,144.0,5.6,048 km N 72° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61223116,2019-08-02 17:28:21+00:00,12.87,124.96,20.0,5.0,034 km N 06° E of Pambujan (Northern Samar),Ms,TECTONIC
61223141,2019-08-03 21:10:54+00:00,12.79,124.95,15.0,4.8,025 km N 05° E of Pambujan (Northern Samar),Ms,TECTONIC
61223425,2019-08-21 00:02:55+00:00,5.87,127.03,142.0,4.7,136 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61223561,2019-08-29 10:20:33+00:00,7.32,127.12,5.0,4.6,061 km S 76° E of Baculin (Davao Oriental),Ms,TECTONIC
61223620,2019-08-31 13:02:19+00:00,7.47,126.76,29.0,5.2,025 km S 61° E of Baganga (Davao Oriental),Ms,TECTONIC
61223635,2019-08-31 23:48:00+00:00,9.33,126.54,17.0,4.5,039 km N 81° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61223652,2019-09-01 11:57:31+00:00,5.14,126.84,33.0,4.6,159 km S 59° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61223744,2019-09-05 13:58:35+00:00,14.63,116.3,31.0,5.1,398 km S 77° W of Palauig (Zambales),Ms,TECTONIC
61223773,2019-09-06 10:32:55+00:00,13.84,120.46,89.0,4.9,019 km N 87° W of Calatagan (Batangas),Ms,TECTONIC
61223832,2019-09-08 13:49:10+00:00,5.61,125.74,46.0,5.0,034 km S 25° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61223858,2019-09-09 05:07:51+00:00,20.74,121.41,23.0,4.8,046 km S 82° W of Itbayat (Batanes),Ms,TECTONIC
61223868,2019-09-09 17:17:08+00:00,13.55,120.81,181.0,4.7,017 km N 72° W of Puerto Galera (Oriental Mindoro),Ms,TECTONIC
61223871,2019-09-10 05:39:22+00:00,6.55,126.42,59.0,5.8,039 km S 74° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61223893,2019-09-10 17:45:44+00:00,13.61,120.69,126.0,4.6,019 km N 15° W of Abra De Ilog (Occidental Mindoro),Ms,TECTONIC
61223962,2019-09-13 08:28:16+00:00,15.1,122.23,55.0,5.3,039 km N 45° E of Burdeos (Quezon),Mw,TECTONIC
61223964,2019-09-13 09:18:23+00:00,15.05,122.21,65.0,4.7,034 km N 49° E of Burdeos (Quezon),Ms,TECTONIC
61223988,2019-09-14 10:35:10+00:00,12.1,121.73,17.0,4.6,023 km N 82° W of San Jose (Romblon),Mw,TECTONIC
61224037,2019-09-16 09:56:50+00:00,10.14,126.2,9.0,4.5,019 km N 46° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61224077,2019-09-18 07:00:56+00:00,5.07,126.64,28.0,5.6,136 km S 73° E of Sarangani (Davao Occidental),Ms,TECTONIC
61224124,2019-09-19 19:09:46+00:00,3.16,127.14,33.0,4.9,312 km S 36° E of Sarangani (Davao Occidental),Ms,TECTONIC
61224144,2019-09-20 18:04:19+00:00,14.1,124.59,1.0,5.0,037 km N 56° E of Panganiban (Payo) (Catanduanes),Mw,TECTONIC
61224233,2019-09-23 14:34:41+00:00,8.89,126.81,12.0,4.5,056 km S 87° E of Cagwait (Surigao Del Sur),Ms,TECTONIC
61224299,2019-09-25 20:57:30+00:00,8.92,126.97,3.0,4.5,073 km S 90° E of Cagwait (Surigao Del Sur),Ms,TECTONIC
61224382,2019-09-29 02:02:50+00:00,5.52,126.66,63.0,6.4,123 km S 71° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61224420,2019-09-29 07:40:14+00:00,5.43,126.63,58.0,5.3,123 km S 66° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61224591,2019-10-02 13:53:20+00:00,13.76,120.33,46.0,4.5,010 km N 64° E of Looc (Occidental Mindoro),Ms,TECTONIC
61224677,2019-10-05 18:28:27+00:00,10.35,126.14,20.0,4.5,037 km N 12° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61224842,2019-10-11 01:55:06+00:00,6.82,125.04,4.0,4.9,016 km S 18° W of Makilala (North Cotabato),Mw,TECTONIC
61224943,2019-10-14 23:55:55+00:00,6.81,124.91,9.0,4.6,010 km S 63° E of Tulunan (North Cotabato),Ms,TECTONIC
61224978,2019-10-16 11:37:05+00:00,6.76,125.01,9.0,6.3,023 km S 62° E of Tulunan (Cotabato),Ms,TECTONIC
61224981,2019-10-16 12:09:29+00:00,6.76,125.01,9.0,5.5,022 km S 63° E of Tulunan (Cotabato),Ms,TECTONIC
61225104,2019-10-16 20:53:52+00:00,7.25,126.6,128.0,5.2,008 km N 56° E of Manay (Davao Oriental),Ms,TECTONIC
61225133,2019-10-17 01:28:47+00:00,4.55,126.42,66.0,5.3,143 km S 47° E of Sarangani (Davao Occidental),Ms,TECTONIC
61225135,2019-10-17 01:53:40+00:00,6.78,125.0,6.0,4.7,020 km S 69° E of Tulunan (North Cotabato),ML,TECTONIC
61225166,2019-10-17 06:18:19+00:00,6.83,124.83,15.0,5.2,002 km South° 00 of Tulunan (North Cotabato),Ms,TECTONIC
61225214,2019-10-17 15:05:51+00:00,6.81,125.05,16.0,4.8,025 km S 80° E of Tulunan (Cotabato),Ms,TECTONIC
61225236,2019-10-17 17:50:00+00:00,6.79,124.89,10.0,4.6,010 km S 45° E of Tulunan (Cotabato),Ms,TECTONIC
61225277,2019-10-18 10:56:21+00:00,6.78,124.97,16.0,4.7,018 km S 64° E of Tulunan (Cotabato),Ms,TECTONIC
61225328,2019-10-18 22:52:15+00:00,6.83,125.0,17.0,5.0,019 km S 82° E of Tulunan (Cotabato),Ms,TECTONIC
61225358,2019-10-19 11:44:28+00:00,6.85,125.01,6.0,4.9,021 km N 89° E of Tulunan (Cotabato),Ms,TECTONIC
61225409,2019-10-20 08:55:33+00:00,6.69,124.9,11.0,4.8,020 km S 25° E of Tulunan (Cotabato),Ms,TECTONIC
61225416,2019-10-20 11:50:36+00:00,6.79,125.01,14.0,4.9,021 km S 72° E of Tulunan (Cotabato),Ms,TECTONIC
61225417,2019-10-20 11:59:43+00:00,6.7,125.0,20.0,4.8,025 km S 47° E of Tulunan (Cotabato),Ms,TECTONIC
61225524,2019-10-21 23:49:23+00:00,8.32,126.22,134.0,4.7,017 km S 22° E of Tagbina (Surigao Del Sur),Ms,TECTONIC
61225560,2019-10-22 18:45:53+00:00,6.76,125.0,13.0,4.6,022 km S 62° E of Tulunan (Cotabato),Ms,TECTONIC
61225626,2019-10-24 18:09:43+00:00,11.88,126.23,19.0,4.5,086 km N 81° E of San Julian (Eastern Samar),Ms,TECTONIC
61225719,2019-10-27 18:52:15+00:00,9.62,122.42,32.0,4.5,011 km N 52° W of Hinoba-an (Negros Occidental),Ms,TECTONIC
61225771,2019-10-29 01:04:43+00:00,6.81,125.03,7.0,6.6,022 km S 79° E of Tulunan (Cotabato),Ms,TECTONIC
61225792,2019-10-29 02:22:34+00:00,6.83,125.03,5.0,4.9,022 km S 83° E of Tulunan (Cotabato),Ms,TECTONIC
61225794,2019-10-29 02:34:28+00:00,6.74,125.0,10.0,4.6,023 km S 57° E of Tulunan (Cotabato),Ms,TECTONIC
